unified_id,question_text,validity,source_types,n_instances,n_candidate,n_compiled_report,n_study_bank,instance_ids,source_authors,companies_stated,companies_bank_tag,company_pairs,named_concepts,named_tools,merge_kind,n_wordings
UQ-0240,"What problem do chat templates solve, and what goes wrong when they're ignored?",study bank,study bank,2,0,0,2,PALLAVI-0490|OMB-0737,ombharatiya|pallavi-shekhar,,Hugging Face,Hugging Face:bank_tag,,,exact,1
UQ-0241,"What's the relationship between cross-entropy, KL divergence, and perplexity - and why is cross-entropy the training loss for language models?",study bank,study bank,2,0,0,2,PALLAVI-0267|OMB-0809,ombharatiya|pallavi-shekhar,,OpenAI,OpenAI:bank_tag,perplexity,,near,2
UQ-0242,When is intervening during decoding better than filtering the finished reply?,study bank,study bank,2,0,0,2,PALLAVI-0566|OMB-0598,ombharatiya|pallavi-shekhar,,Character.AI,Character.AI:bank_tag,,,exact,1
UQ-0243,"When would you choose Q-learning over policy gradients, and vice versa?",study bank,study bank,2,0,0,2,PALLAVI-0292|OMB-0705,ombharatiya|pallavi-shekhar,,Google DeepMind|Google DeepMind and Google AI,Google DeepMind and Google AI:bank_tag|Google DeepMind:bank_tag,,,exact,1
UQ-0244,When would you choose vLLM vs SGLang vs TensorRT-LLM vs a custom stack?,study bank,study bank,2,0,0,2,PALLAVI-0067|PALLAVI-0068,pallavi-shekhar,,NVIDIA|Together AI,NVIDIA:bank_tag|Together AI:bank_tag,,vLLM|TensorRT,exact,1
UQ-0245,When would you put a whole contract in the context window instead of retrieving over it? Defend the answer with numbers.,study bank,study bank,2,0,0,2,PALLAVI-0547|OMB-0730,ombharatiya|pallavi-shekhar,,Harvey,Harvey:bank_tag,context window,,exact,1
UQ-0246,"Where do vision-language models and foundation models genuinely help in an autonomy stack, and where are they a liability?",study bank,study bank,2,0,0,2,PALLAVI-0595|OMB-0911,ombharatiya|pallavi-shekhar,,Waymo,Waymo:bank_tag,,,exact,1
UQ-0247,"Where does reinforcement learning fit on top of imitation learning for manipulation, and what makes the reward the hard part?",study bank,study bank,2,0,0,2,PALLAVI-0585|OMB-0685,ombharatiya|pallavi-shekhar,,Figure AI,Figure AI:bank_tag,,,exact,1
UQ-0248,"Whisper transcribes Hinglish poorly, often forcing output into one language or hallucinating. Why, and how would you build an ASR that handles code-mixed speech?",study bank,study bank,2,0,0,2,PALLAVI-0390|OMB-0858,ombharatiya|pallavi-shekhar,,Sarvam AI,Sarvam AI:bank_tag,hallucination,,exact,1
UQ-0249,"Why carry lidar, radar and cameras rather than cameras alone? Where would you fuse them?",study bank,study bank,2,0,0,2,PALLAVI-0601|OMB-0904,ombharatiya|pallavi-shekhar,,Waymo,Waymo:bank_tag,,,exact,1
UQ-0250,Why did Hugging Face create safetensors when pickle-based checkpoints already worked everywhere?,study bank,study bank,2,0,0,2,PALLAVI-0486|OMB-0738,ombharatiya|pallavi-shekhar,,Hugging Face,Hugging Face:bank_tag,,Hugging Face,exact,1
UQ-0251,"Why did transformers displace RNNs for language modelling, and what exactly does the KV cache buy you at inference time?",study bank,study bank,2,0,0,2,PALLAVI-0414|OMB-0558,ombharatiya|pallavi-shekhar,,Amazon|Amazon (AWS),Amazon (AWS):bank_tag|Amazon:bank_tag,KV cache,,exact,1
UQ-0252,Why is RAG the right architecture for an enterprise assistant instead of fine-tuning on the company's data? Where does RAG break?,study bank,study bank,2,0,0,2,PALLAVI-0554|OMB-0689,ombharatiya|pallavi-shekhar,,Glean,Glean:bank_tag,RAG|fine-tuning,,exact,1
UQ-0253,"Why is tokenization the first bottleneck for Indian-language LLMs, and how does a low-fertility tokenizer like Sarvam-1's change the economics?",study bank,study bank,2,0,0,2,PALLAVI-0382|OMB-0855,ombharatiya|pallavi-shekhar,,Sarvam AI,Sarvam AI:bank_tag,,,near,2
UQ-0254,"Write an async batch processor over an API with concurrency limits, retries with jitter and error isolation.",study bank,study bank,2,0,0,2,PALLAVI-0222|PALLAVI-0223,pallavi-shekhar,,Anthropic|Perplexity,Anthropic:bank_tag|Perplexity:bank_tag,,,exact,1
UQ-0255,Write an iterator class that lazily flattens an arbitrarily nested list of lists/integers. No generators - explicit state.,study bank,study bank,2,0,0,2,PALLAVI-0324|OMB-0917,ombharatiya|pallavi-shekhar,,xAI,xAI:bank_tag,,,near,2
UQ-0256,"Write code to measure a tokenizer's fertility across languages, and explain what you would do with the result.",study bank,study bank,2,0,0,2,PALLAVI-0381|OMB-0861,ombharatiya|pallavi-shekhar,,Sarvam AI,Sarvam AI:bank_tag,,,exact,1
UQ-0257,Write me the host-side runtime that feeds a deterministic accelerator across many chips. What is genuinely hard about it?,study bank,study bank,2,0,0,2,PALLAVI-0474|OMB-0719,ombharatiya|pallavi-shekhar,,Groq,Groq:bank_tag,,,near,2
UQ-0258,Write the loss function for logistic regression and prove that it has a global minimum.,mixed,compiled report|study bank,2,0,1,1,PALLAVI-0404|LANDED2-DATA-AND-APP-008,landedjobs|pallavi-shekhar,,Amazon|Amazon (AWS),Amazon (AWS):bank_tag|Amazon:bank_tag,,,near,2
UQ-0259,Write the server-side handler for streaming token generation. Handle client disconnects correctly.,study bank,study bank,2,0,0,2,PALLAVI-0481|OMB-0897,ombharatiya|pallavi-shekhar,,Together AI,Together AI:bank_tag,,,exact,1
UQ-0260,You are building a production agent that calls tools (function calling). What makes the loop reliable enough to ship?,study bank,study bank,2,0,0,2,PALLAVI-0269|OMB-0812,ombharatiya|pallavi-shekhar,,OpenAI,OpenAI:bank_tag,tool calling,,near,2
UQ-0261,"You have 10 hours of demonstrations for a new task and budget for 50 more. How do you decide what to collect, and what return do you expect?",study bank,study bank,2,0,0,2,PALLAVI-0587|OMB-0680,ombharatiya|pallavi-shekhar,,Figure AI,Figure AI:bank_tag,,,exact,1
UQ-0262,You have a stream of billions of events and need the top-K most frequent keys with bounded memory. Exact answer impossible - what do you do?,study bank,study bank,2,0,0,2,PALLAVI-0465|OMB-0639,ombharatiya|pallavi-shekhar,,Databricks,Databricks:bank_tag,,,near,2
UQ-0263,You have an embedding model and a reranker. Why sell both? Design the two-stage retrieval pipeline and tell me when the reranker earns its latency.,study bank,study bank,2,0,0,2,PALLAVI-0341|OMB-0614,ombharatiya|pallavi-shekhar,,Cohere,Cohere:bank_tag,reranking|embeddings,,exact,1
UQ-0264,"You have dozens of ranking signals and a brand-new tenant with zero interaction data. How do you rank, and how do you improve?",study bank,study bank,2,0,0,2,PALLAVI-0559|OMB-0690,ombharatiya|pallavi-shekhar,,Glean,Glean:bank_tag,,,exact,1
UQ-0265,You have four hours to build and demo a working AI-powered product. How do you spend them?,study bank,study bank,2,0,0,2,PALLAVI-0330|OMB-0925,ombharatiya|pallavi-shekhar,,xAI,xAI:bank_tag,,,exact,1
UQ-0266,You have hundreds of millions of fleet miles. How do you find and use the rare scenarios that matter?,study bank,study bank,2,0,0,2,PALLAVI-0597|OMB-0906,ombharatiya|pallavi-shekhar,,Waymo,Waymo:bank_tag,,,exact,1
UQ-0267,"You have one on-device base model but a dozen features - summarization, rewriting, reply suggestions, tone adjustment. How do you specialise without shipping a dozen models?",study bank,study bank,2,0,0,2,PALLAVI-0426|OMB-0581,ombharatiya|pallavi-shekhar,,Apple,Apple:bank_tag,,,exact,1
UQ-0268,"You need to quantize a model for a customer's hardware. How do you choose a scheme, and how do you prove quality hasn't regressed?",study bank,study bank,2,0,0,2,PALLAVI-0335|OMB-0778,ombharatiya|pallavi-shekhar,,Mistral|Mistral AI,Mistral AI:bank_tag|Mistral:bank_tag,quantization,,exact,1
UQ-0269,You need to run a ~3B-parameter language model on a phone with tight memory and power budgets. What changes versus serving the same model in a datacenter?,study bank,study bank,2,0,0,2,PALLAVI-0422|OMB-0578,ombharatiya|pallavi-shekhar,,Apple,Apple:bank_tag,,,exact,1
UQ-0270,You need to serve a Llama-class 70B+ model to hundreds of millions of assistant users. What does the serving stack look like and where does the money go?,study bank,study bank,2,0,0,2,PALLAVI-0309|OMB-0752,ombharatiya|pallavi-shekhar,,"Meta|Meta (Superintelligence Labs, FAIR, Llama)","Meta (Superintelligence Labs, FAIR, Llama):bank_tag|Meta:bank_tag",,,exact,1
UQ-0271,"You're given exports from three customer systems, each with its own customer records. Write code to produce one deduplicated set of entities, and explain your design.",study bank,study bank,2,0,0,2,PALLAVI-0605|OMB-0823,ombharatiya|pallavi-shekhar,,Palantir,Palantir:bank_tag,,,near,2
UQ-0272,You're handed a small unfamiliar agent codebase. Users report it sometimes confirms an order that was never actually placed. How do you debug it?,study bank,study bank,2,0,0,2,PALLAVI-0535|OMB-0884,ombharatiya|pallavi-shekhar,,Sierra,Sierra:bank_tag,,,exact,1
UQ-0273,You're training on tens of thousands of GPUs and hardware fails constantly. How do you keep goodput high?,study bank,study bank,2,0,0,2,PALLAVI-0327|OMB-0922,ombharatiya|pallavi-shekhar,,xAI,xAI:bank_tag,,,exact,1
UQ-0274,"Your ads CTR model shows a 2% offline AUC gain, but the online A/B shows revenue-neutral results with worse calibration. What's going on and what do you do?",study bank,study bank,2,0,0,2,PALLAVI-0306|OMB-0753,ombharatiya|pallavi-shekhar,,"Meta|Meta (Superintelligence Labs, FAIR, Llama)","Meta (Superintelligence Labs, FAIR, Llama):bank_tag|Meta:bank_tag",,,near,2
UQ-0275,Your agent model outputs an edited version of a 500-line file. Applying it verbatim is slow and error-prone. How do you make “apply” fast and reliable?,study bank,study bank,2,0,0,2,PALLAVI-0524|OMB-0630,ombharatiya|pallavi-shekhar,,Cursor|Cursor (Anysphere),Cursor (Anysphere):bank_tag|Cursor:bank_tag,,,exact,1
UQ-0276,"Your agent passes 92% of eval tasks. Why might that number be misleading, and what would you measure instead?",study bank,study bank,2,0,0,2,PALLAVI-0541|OMB-0882,ombharatiya|pallavi-shekhar,,Sierra,Sierra:bank_tag,,,exact,1
UQ-0277,Your agent reads inbound email and can send replies and search internal docs. Walk me through the prompt-injection attack surface and your defences.,study bank,study bank,2,0,0,2,PALLAVI-0249|OMB-0572,ombharatiya|pallavi-shekhar,,Anthropic,Anthropic:bank_tag,,,exact,1
UQ-0278,Your agent spends over half its first turn just finding the relevant code. How do you fix that?,study bank,study bank,2,0,0,2,PALLAVI-0529|OMB-0607,ombharatiya|pallavi-shekhar,,"Cognition|Cognition (Devin, Windsurf)","Cognition (Devin, Windsurf):bank_tag|Cognition:bank_tag",,,exact,1
UQ-0279,Your annotators have no ground truth - the tasks are subjective preference judgments. How do you measure and improve label quality?,study bank,study bank,2,0,0,2,PALLAVI-0499|OMB-0868,ombharatiya|pallavi-shekhar,,Scale AI,Scale AI:bank_tag,,,exact,1
UQ-0280,Your chat agent is moving to the phone. What actually changes?,study bank,study bank,2,0,0,2,PALLAVI-0543|OMB-0886,ombharatiya|pallavi-shekhar,,Sierra,Sierra:bank_tag,,,exact,1
UQ-0281,Your Copilot summarises incoming email. An attacker emails a target user with hidden instructions addressed to the model. Walk me through the attack and your defence.,study bank,study bank,2,0,0,2,PALLAVI-0399|OMB-0759,ombharatiya|pallavi-shekhar,,Microsoft,Microsoft:bank_tag,,,exact,1
UQ-0282,"Your on-device model must emit valid, schema-conforming tool calls. How do you guarantee validity rather than hope for it?",study bank,study bank,2,0,0,2,PALLAVI-0425|OMB-0585,ombharatiya|pallavi-shekhar,,Apple,Apple:bank_tag,tool calling,,exact,1
UQ-0283,"Your platform must support multiple LLM providers, including deployments in restricted environments where only some models are available. How do you architect model selection?",study bank,study bank,2,0,0,2,PALLAVI-0609|OMB-0826,ombharatiya|pallavi-shekhar,,Palantir,Palantir:bank_tag,,,exact,1
UQ-0284,Your pretraining loss suddenly diverges at step 300k of a long run. Diagnose and fix it.,study bank,study bank,2,0,0,2,PALLAVI-0294|OMB-0704,ombharatiya|pallavi-shekhar,,Google DeepMind|Google DeepMind and Google AI,Google DeepMind and Google AI:bank_tag|Google DeepMind:bank_tag,,,exact,1
UQ-0285,"4 questions in 70 min (two medium-hard, one graph...)",compiled report,compiled report,1,0,1,0,LANDED-XAI-02,landedjobs,,xAI,xAI:bank_tag,,,exact,1
UQ-0286,90-min screening; topics from language modelling to coding,compiled report,compiled report,1,0,1,0,LANDED-COHERE-01,landedjobs,,Cohere,Cohere:bank_tag,,,exact,1
UQ-0287,A 15% click-through-rate decrease shows up on the new ranking. Investigate.,compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-057,landedjobs,,,,,,exact,1
UQ-0288,"A 70B dense model at 8-bit weights, chips with ~230 MB of SRAM each. Walk me through the deployment and the unit economics.",study bank,study bank,1,0,0,1,OMB-0711,ombharatiya,,Groq,Groq:bank_tag,,,exact,1
UQ-0289,A better embedding model ships. You have 400M chunks indexed. Walk me through the migration.,study bank,study bank,1,0,0,1,OMB-0204,ombharatiya,,,,chunking|embeddings,,exact,1
UQ-0290,A binary string S encodes a value V; reduce V to 0 by subtracting 1 if odd or dividing by 2 if even,compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--057,landedjobs,,,,,,exact,1
UQ-0291,A colleague wants to move the semantic layer to the cloud so you can use a much bigger model. Walk me through the latency budget.,study bank,study bank,1,0,0,1,OMB-0676,ombharatiya,,Figure AI,Figure AI:bank_tag,,,exact,1
UQ-0292,"A customer 10x'd their indexed documents and reports answer quality ""got noticeably worse."" Drive the investigation.",study bank,study bank,1,0,0,1,OMB-0618,ombharatiya,,Cohere,Cohere:bank_tag,,,exact,1
UQ-0293,A customer asks you to prove which of these documents your model wrote. What can you actually deliver?,study bank,study bank,1,0,0,1,OMB-0469,ombharatiya,,,,,,exact,1
UQ-0294,"A customer asks: ""Should we fine-tune, use RAG, or just prompt better?"" Give me your decision framework.",study bank,study bank,1,0,0,1,OMB-0623,ombharatiya,,Cohere,Cohere:bank_tag,RAG|fine-tuning,,exact,1
UQ-0295,"A customer executive says ""the AI keeps getting things wrong"" and wants to cancel the pilot. Walk me through your next 48 hours.",study bank,study bank,1,0,0,1,OMB-0825,ombharatiya,,Palantir,Palantir:bank_tag,,,exact,1
UQ-0296,"A customer has 2,000 pages of internal PDFs and wants an assistant that answers questions over them. Fine-tune or RAG? Walk me through the decision.",study bank,study bank,1,0,0,1,OMB-0774,ombharatiya,,Mistral,Mistral:bank_tag,RAG|fine-tuning,,exact,1
UQ-0297,A customer reports that another tenant's data appeared in their agent's response. Walk me through the next 72 hours.,study bank,study bank,1,0,0,1,OMB-0462,ombharatiya,,,,,,exact,1
UQ-0298,A customer reports the agent did something wrong three days ago. You have the trace. Can you reproduce it? How do you build a system where the answer is yes?,study bank,study bank,1,0,0,1,OMB-0312,ombharatiya,,,,,,exact,1
UQ-0299,"A customer wants an assistant over their internal knowledge base and asks whether to fine-tune. Prompting, RAG, or fine-tuning - walk through the decision.",study bank,study bank,1,0,0,1,OMB-0815,ombharatiya,,OpenAI,OpenAI:bank_tag,RAG|fine-tuning,,exact,1
UQ-0300,A customer wants structured fields extracted from 10 million scanned documents with LLMs. Sketch the pipeline and the cost/latency math.,study bank,study bank,1,0,0,1,OMB-0829,ombharatiya,,Palantir,Palantir:bank_tag,,,exact,1
UQ-0301,A customer's Bedrock-hosted workload costs too much. Cut inference cost dramatically without unacceptable quality loss - walk me through it.,study bank,study bank,1,0,0,1,OMB-0564,ombharatiya,,Amazon,Amazon:bank_tag,,Bedrock,exact,1
UQ-0302,A customer's data pipeline feeds your model but data quality degrades every Tuesday. What do you build to detect and handle this?,compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--007,landedjobs,,,,,,exact,1
UQ-0303,A customer's distributed training job on your GPU cluster gets 55% scaling efficiency at 64 nodes. Debug it.,study bank,study bank,1,0,0,1,OMB-0902,ombharatiya,,Together AI,Together AI:bank_tag,,,exact,1
UQ-0304,A customer's LLM chatbot on 8 GPUs is “too slow and too expensive.” You have one week with them. What do you do?,study bank,study bank,1,0,0,1,PALLAVI-0438,pallavi-shekhar,,NVIDIA,NVIDIA:bank_tag,,,exact,1
UQ-0305,A customer's LLM endpoint p99 latency jumped from 2s to 20s this week. No code changes on their side. Debug it.,study bank,study bank,1,0,0,1,OMB-0643,ombharatiya,,Databricks,Databricks:bank_tag,,,exact,1
UQ-0306,"A deliverable, a video walkthrough of the deliverable, and a presentation."" Scope is ""intentionally open-ended"" and takes ""20-40 hours.",compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--033,landedjobs,,,,,,exact,1
UQ-0307,A deployed AI agent returns inconsistent results in production but worked correctly in staging. How do you debug this?,compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--019,landedjobs,,,,,,exact,1
UQ-0308,A flight is delayed; how does your model propagate?,study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--002-F1,landedjobs,,,,,,exact,1
UQ-0309,A freight rail operator loses tens of millions a year to unplanned locomotive downtime. Decompose this into an engineering plan.,study bank,study bank,1,0,0,1,OMB-0819,ombharatiya,,Palantir,Palantir:bank_tag,,,exact,1
UQ-0310,A healthcare client has deployed your AI platform but adoption is at 12% after 90 days. They are blaming the product. What do you do?,compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--015,landedjobs,,,,,,exact,1
UQ-0311,A lawyer asks a question about a 200-page credit agreement where the operative clause on page 140 depends on a defined term on page 8. How do you build retrieval that gets this right?,study bank,study bank,1,0,0,1,OMB-0722,ombharatiya,,Harvey,Harvey:bank_tag,,,exact,1
UQ-0312,A lawyer asks about a 200-page credit agreement where the operative clause on page 140 depends on a defined term on page 8. How do you build retrieval that gets this right?,study bank,study bank,1,0,0,1,PALLAVI-0546,pallavi-shekhar,,Harvey,Harvey:bank_tag,,,exact,1
UQ-0313,"A logistics firm wants an AI agent to handle automated shipment rerouting. They have SAP data, real-time weather APIs, and 500 warehouse managers on different regional systems. How do you build an eval suite to ensure the agent does not overspend on shipping while maintaining a 99% delivery rate?",compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--016,landedjobs,,,,,,exact,1
UQ-0314,A long-running agent drifts: after two hours it is confidently working on the wrong thing. Diagnose and fix.,study bank,study bank,1,0,0,1,OMB-0603,ombharatiya,,Cognition,Cognition:bank_tag,,,exact,1
UQ-0315,"A major city wants to reduce 9-1-1 emergency response times. They have call data, traffic data, and ambulance GPS data. You have 60 minutes. Go.",compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--001,landedjobs,,,,,,exact,1
UQ-0316,"A merge-interval style coding question, plus an ML fundamentals probe on Precision/Recall vs ROC-AUC and what perplexity means.",compiled report,compiled report,1,0,1,0,LANDED2-DATA-AND-APP-047,landedjobs,,,,perplexity,,exact,1
UQ-0317,A model runs fine in FP32 but produces garbage after conversion to FP16. Debug it.,study bank,study bank,1,0,0,1,OMB-0802,ombharatiya,,NVIDIA,NVIDIA:bank_tag,quantization,,exact,1
UQ-0318,A model was pretrained at 8k context. You need 128k. What are your options? Explain position interpolation and YaRN.,study bank,study bank,1,0,0,1,OMB-0078,ombharatiya,,,,,,exact,1
UQ-0319,A model-extraction / data-exfiltration attack via markdown images: explain it end to end and how you'd defend.,study bank,study bank,1,0,0,1,OMB-0458,ombharatiya,,,,,,exact,1
UQ-0320,A network confuses pugs and pit bulls and some training labels are wrong. How do you modify the model and the data?,study bank,study bank,1,0,0,1,PALLAVI-0433,pallavi-shekhar,,NVIDIA,NVIDIA:bank_tag,,,exact,1
UQ-0321,"A new model version launched and you observe a 1% drop in quality on your North Star metric. Walk me through your next 10 days."" (verbatim intent, consistent with OpenAI PM past loops)",compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--047,landedjobs,,,,,,exact,1
UQ-0322,A partner reports that Harvey missed a change-of-control clause in a contract it reviewed. Debug it.,study bank,study bank,1,0,0,1,OMB-0733,ombharatiya,,Harvey,Harvey:bank_tag,,,exact,1
UQ-0323,A passenger opts out of facial recognition; what changes?,study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--002-F3,landedjobs,,,,,,exact,1
UQ-0324,"A patient needs isolation but no isolation bed is free. Walk me through the decision.""?",study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--003-F3,landedjobs,,,,,,exact,1
UQ-0325,A prospective customer runs their workload on H100s. Talk me through when you would tell them not to move.,study bank,study bank,1,0,0,1,OMB-0715,ombharatiya,,Groq,Groq:bank_tag,,,exact,1
UQ-0326,"A regional event causes 50 simultaneous exceptions; walk me through prioritization.""?",study bank,study bank,1,0,0,1,LANDED2-FDE-PRODUCT--005-F2,landedjobs,,,,,,exact,1
UQ-0327,"A robotics customer asks for 50,000 hours of manipulation demonstrations across 12 tasks and three robot embodiments. Design the collection and data pipeline, and tell me what makes a single demonstration worth keeping.",study bank,study bank,1,0,0,1,OMB-0878,ombharatiya,,Scale AI,Scale AI:bank_tag,,,exact,1
UQ-0328,A Spark job that joins a 2 TB fact table to a 50 GB dimension table has one straggler task running 100× longer than the rest. Diagnose and fix it.,study bank,study bank,1,0,0,1,OMB-0640,ombharatiya,,Databricks,Databricks:bank_tag,,Spark,exact,1
UQ-0329,"A stakeholder wants to ""just edit the fact into the model's weights"" instead of maintaining a RAG pipeline. Talk me through it.",study bank,study bank,1,0,0,1,OMB-0108,ombharatiya,,,,RAG,,exact,1
UQ-0330,A stakeholder wants to send sensitive customer data (PII) to a third-party model API. They say the business need justifies it. What do you do?,study bank,study bank,1,0,0,1,OMB-0533,ombharatiya,,,,,,exact,1
UQ-0331,A standard Alibaba coding round. Design a data structure for a fixed-capacity cache that supports get and put in O(1) and evicts the least-recently-used entry when full. Implement it in Python.,study bank,study bank,1,0,0,1,OMB-0853,ombharatiya,,Alibaba,Alibaba:bank_tag,,,exact,1
UQ-0332,"A state agency wants to move a paper-and-call-centre welfare-scheme service onto a multilingual assistant, on-prem for data residency. How do you scope and ship it?",study bank,study bank,1,0,0,1,PALLAVI-0392,pallavi-shekhar,,Sarvam AI,Sarvam AI:bank_tag,,,exact,1
UQ-0333,"A substantial take-home project, about five hours of work, building something with OpenAI's APIs."" Deliverables: ""code and a video walkthrough explaining your solution.",compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--032,landedjobs,,,,,,exact,1
UQ-0334,A team ships prompt changes on vibes - the founder tries five favourite prompts and merges. How do you move them to eval maturity without halting shipping?,study bank,study bank,1,0,0,1,OMB-0365,ombharatiya,,,,,,exact,1
UQ-0335,A team wants to ship a prompt change to a Claude-powered support agent. Design the eval gate that decides if it ships.,study bank,study bank,1,0,0,1,OMB-0570,ombharatiya,,Anthropic,Anthropic:bank_tag,,Claude,exact,1
UQ-0336,"A teammate says ""the model executes the tool."" What's wrong with that, and why does the distinction matter?",study bank,study bank,1,0,0,1,OMB-0266,ombharatiya,,,,,,exact,1
UQ-0337,"A time you solved something others thought was impossible"" / ""Biggest cross-team collaboration challenge"" / ""Why xAI over OpenAI / Google / Anthropic?",compiled report,compiled report,1,0,1,0,LANDED2-FRONTIER-AI--038,landedjobs,,,,,,exact,1
UQ-0338,"A user closes the tab halfway through a streamed response. What happens on the server, and what should happen?",study bank,study bank,1,0,0,1,OMB-0384,ombharatiya,,,,,,exact,1
UQ-0339,"A user invokes their right to erasure and their data is in your fine-tuning set. Explain to a non-technical stakeholder why you cannot just delete it, and what you would actually do.",study bank,study bank,1,0,0,1,OMB-0450,ombharatiya,,,,fine-tuning,,exact,1
UQ-0340,A user reports a bad answer. Walk me through how you debug it.,study bank,study bank,1,0,0,1,OMB-0141,ombharatiya,,,,,,exact,1
UQ-0341,A user reports the RAG assistant gave a wrong answer. Walk me through your triage.,study bank,study bank,1,0,0,1,OMB-0199,ombharatiya,,,,RAG,,exact,1
UQ-0342,"A user says ""send Maya the photos from Saturday's hike."" Design the on-device path from that utterance to a structured app action with resolved parameters.",study bank,study bank,1,0,0,1,OMB-0589,ombharatiya,,Apple,Apple:bank_tag,,,exact,1
UQ-0343,"A vendor advertises 1M context with 100% needle-in-a-haystack. What has that actually proven, and how would you evaluate long context properly?",study bank,study bank,1,0,0,1,OMB-0088,ombharatiya,,,,context window,,exact,1
UQ-0344,"About 10% of your training labels are wrong. What happens, and what do you do about it?",study bank,study bank,1,0,0,1,OMB-0032,ombharatiya,,,,,,exact,1
UQ-0345,"Adam vs AdamW - what exactly is ""decoupled weight decay,"" and why did AdamW become the transformer default?",study bank,study bank,1,0,0,1,OMB-0020,ombharatiya,,,,,,exact,1
UQ-0346,Adapter-based VLMs vs natively multimodal (early-fusion) models - what's the real tradeoff?,study bank,study bank,1,0,0,1,OMB-0499,ombharatiya,,,,,,exact,1
UQ-0347,Add L1 regularization via proximal gradient; add class weighting; switch to mini-batch SGD.?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-043-F1,landedjobs,,Amazon,Amazon:bank_tag,,,exact,1
UQ-0348,"After a foundation-model version upgrade, your production agent's escalation rate doubles overnight. Walk me through your response.",study bank,study bank,1,0,0,1,OMB-0883,ombharatiya,,Sierra,Sierra:bank_tag,,,exact,1
UQ-0349,"After a routine deploy, P99 TTFT went from ~600 ms to ~4 s. Throughput, error rate, GPU utilization and the model version are all unchanged. Debug it.",study bank,study bank,1,0,0,1,OMB-0421,ombharatiya,,,,,,exact,1
UQ-0350,AI safety tradeoffs and ethical decision-making in ambiguous deployment scenarios are recurring.,compiled report,compiled report,1,0,1,0,LANDED2-FDE-PRODUCT--046,landedjobs,,,,,,exact,1
UQ-0351,"Alibaba open-sources Qwen under Apache 2.0 while running a commercial cloud business. Walk me through the strategy, and tell me about a time you owned an ambiguous technical decision end to end.",study bank,study bank,1,0,0,1,OMB-0854,ombharatiya,,Alibaba,Alibaba:bank_tag,,,exact,1
UQ-0352,Alternative with RANK vs DENSE_RANK; large-department scale plan.?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-041-F1,landedjobs,,,,,,exact,1
UQ-0353,Always-valid tests vs group-sequential; what do you do when guardrails trip; independence assumption under overlapping arms.?,study bank,study bank,1,0,0,1,LANDED2-DATA-AND-APP-028-F1,landedjobs,,,,,,exact,1
UQ-0354,An agent deleted a prod DB. How do you prevent irreversible actions?,compiled report,compiled report,1,0,1,0,LANDED-Q-AGENTS-06,landedjobs,,,,,,exact,1
UQ-0355,"An agent you shipped for a customer four months ago runs on a base model the provider is deprecating in 60 days. How do you swap the model without regressing quality, and what had to be in place beforehand for that to be possible?",study bank,study bank,1,0,0,1,OMB-0649,ombharatiya,,Databricks,Databricks:bank_tag,,,exact,1
UQ-0356,"An agent you shipped four months ago runs on a base model being deprecated in 60 days. How do you swap the model without regressing quality, and what had to be in place beforehand?",study bank,study bank,1,0,0,1,PALLAVI-0471,pallavi-shekhar,,Databricks,Databricks:bank_tag,,,exact,1
UQ-0357,An AI agent works in demos and fails randomly in production. How do you debug it?,candidate,candidate,1,1,0,0,SIT-AKSHAY-01,ConsciousRide,,,,,,exact,1
UQ-0358,"An AI feature you're shipping needs sign-off from legal, security, and data governance. How do you run that without it eating the quarter?",study bank,study bank,1,0,0,1,OMB-0539,ombharatiya,,,,,,exact,1
UQ-0359,"An enterprise customer on Azure wants the model to ""know our business."" Prompting, RAG, or fine-tuning - how do you decide?",study bank,study bank,1,0,0,1,OMB-0762,ombharatiya,,Microsoft,Microsoft:bank_tag,RAG|fine-tuning,,exact,1
UQ-0360,"An enterprise wants a document-Q&A assistant over 2M internal documents, pilot in four weeks, and their security team forbids data leaving their VPC. Scope and design it.",study bank,study bank,1,0,0,1,PALLAVI-0503,pallavi-shekhar,,Scale AI,Scale AI:bank_tag,,,exact,1
UQ-0361,"and ""What experiment would you run tomorrow?",study bank,study bank,1,0,0,1,LANDED2-FRONTIER-AI--004-F2,landedjobs,,,,,,exact,1
UQ-0362,Answer one or two scenario questions (prompts not stated).,candidate,candidate,1,1,0,0,SIT-LAXANA-03,LaxanaRana,,,,,,exact,1
